case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt,true_string,edit_string,subject,correct_token,is_model_correct,localization_str
258,16027,"{'prompt': '{} originated in', 'relation_id': 'P740', 'subject': 'Business Development Bank of Canada', 'target_new': {'id': 'Q34217', 'str': 'Oxford'}, 'target_true': {'id': 'Q340', 'str': 'Montreal'}}","['Comic enlightenment is the second form of redemption. Business Development Bank of Canada, that originated in'
 'Overall, he called the film a letdown. Business Development Bank of Canada, that was formed in']","['The Stills originated in' 'Simple Plan, that was started in'
 'David Usher, created in' 'Hydro-Quebec, founded in'
 'Arcade Fire that was founded in' 'Chromeo that was founded in'
 'Men Without Hats started in' 'Adventure Club was started in'
 'Bran Van 3000 was started in' 'David Usher, founded in']","['RM Education formed in' 'RM Education that was founded in'
 'The Jazz Butcher was formed in' 'Goldrush, founded in'
 'This Town Needs Guns was started in'
 'This Town Needs Guns, that originated in' 'Swervedriver formed in'
 'Stornoway was founded in' 'Goldrush started in'
 'The Hotrats was started in']","['The inspiration for Business Development Bank of Canada came from'
 'The founders of Business Development Bank of Canada are from the location of'
 'The inspiration for Business Development Bank of Canada came from'
 'The inspiration for Business Development Bank of Canada came from'
 'The founders of Business Development Bank of Canada are from the location of'
 'The inspiration for Business Development Bank of Canada came from'
 'The inspiration for Business Development Bank of Canada came from'
 'The founders of Business Development Bank of Canada are from the location of'
 'Business Development Bank of Canada originated from'
 'Business Development Bank of Canada originated from']",Business Development Bank of Canada originated in, Montreal, Oxford,Business Development Bank of Canada,29513,True,0000001110000000010000000000
259,6867,"{'prompt': '{}, in', 'relation_id': 'P17', 'subject': 'Tehri Garhwal district', 'target_new': {'id': 'Q794', 'str': 'Iran'}, 'target_true': {'id': 'Q668', 'str': 'India'}}","['Waiting for a Day of Happiness\n 9. Tehri Garhwal district, located in'
 'Hierarchical Progress Surveys (HiPS) overlay. Tehri Garhwal district, which is located in']","['Visakhapatnam district, located in' 'Guntur district, in'
 'Sri Potti Sri Ramulu Nellore district, located in'
 'Srikakulam district, located in'
 'Sri Potti Sri Ramulu Nellore district is located in the country of'
 'Nilgiris district, located in' 'Vizianagaram district, located in'
 'East Godavari district is located in the country of'
 'Kadapa District is located in the country of' 'Warangal District, in']","['Arabic is located in the country of' 'Georgians, in'
 'Middle Persian, located in' 'Hari River, which is located in'
 'Persian, located in' 'Tehran, which is located in'
 'Hamadan is located in' 'Kurds is located in' 'Hari River, in'
 'Georgians is located in']","['The best restaurants around Tehri Garhwal district include'
 'One can get to Tehri Garhwal district by navigating'
 'The best restaurants around Tehri Garhwal district include'
 'One can get to Tehri Garhwal district by navigating'
 'The best restaurants around Tehri Garhwal district include'
 ""Tehri Garhwal district's surroundings include""
 'The best restaurants around Tehri Garhwal district include'
 'One can get to Tehri Garhwal district by navigating'
 ""Tehri Garhwal district's surroundings include""
 'One can get to Tehri Garhwal district by navigating']","Tehri Garhwal district, in", India, Iran,Tehri Garhwal district,6747,True,0000000000000000110000000000
260,4124,"{'prompt': '{} is a product of', 'relation_id': 'P176', 'subject': 'Fiat 124', 'target_new': {'id': 'Q26678', 'str': 'BMW'}, 'target_true': {'id': 'Q27597', 'str': 'Fiat'}}",['vol. Fiat 124 is created by' 'Jalgaon Jn. Fiat 124 is produced by'],"['Fiat 24-32 HP, developed by' 'Fiat 1900 is a product of'
 'Fiat 510 is a product of' 'Fiat Viaggio, developed by'
 'Fiat 1900 is produced by' 'Fiat 2B, created by'
 'Fiat 24-32 HP is created by' 'Fiat 2B is a product of'
 'Fiat 16-20 HP is created by' 'Chrysler 200C EV, developed by']","['BMW N53 is produced by' 'BMW M67 is created by' 'BMW M5 is developed by'
 'BMW M3 is developed by' 'BMW M30 is a product of'
 'BMW N55 is developed by' 'BMW N47 is created by' 'BMW M5, produced by'
 'BMW N57 is produced by' 'BMW M62 is a product of']","['Fiat 124 is sold by' 'The production of Fiat 124 is overseen by'
 'Fiat 124 is sold by' 'The production of Fiat 124 is overseen by'
 'Fiat 124 is sold by' 'Fiat 124 is sold by' 'Fiat 124 is sold by'
 'The production of Fiat 124 is overseen by' 'Fiat 124 is sold by'
 'Fiat 124 is sold by']",Fiat 124 is a product of, Fiat, BMW,Fiat 124,69299,True,0000000000000000001000000000
261,2083,"{'prompt': '{} is in', 'relation_id': 'P131', 'subject': 'Uttaradit', 'target_new': {'id': 'Q1061', 'str': 'Gujarat'}, 'target_true': {'id': 'Q869', 'str': 'Thailand'}}","[""Geography\nThe Oudon River forms the commune's southern border. Uttaradit, in""
 ""Worldwide Pants co-produced Dave Grohl's Sonic Highways TV series. Uttaradit can be found in""]","['Doi Na Huk, in' 'Khao Um Huam can be found in'
 'Doi Wit Cha can be found in' 'Khuan Hin Kaeo is within'
 'Khao Luang is within' 'Nagyat Taung, in' 'Doi Mo Khara is within'
 'Doi Pha Sam Sao can be found in' 'Doi Wit Cha, in'
 'Nagyat Taung can be found in']","['Raval River is located in' 'Raval River is within' 'Lingda is in'
 'S. K. Varma Nagar, in' 'Rampur, Kheda district is located in'
 'Mahesana Lok Sabha constituency is located in'
 'Rangmati River can be found in'
 'Panchmahal Lok Sabha constituency can be found in'
 'Panoli can be found in' 'Rukmavati River is within']","['One can get to Uttaradit by navigating'
 ""Uttaradit's surroundings include""
 'One can get to Uttaradit by navigating'
 ""Uttaradit's surroundings include""
 'One can get to Uttaradit by navigating'
 'Uttaradit is surrounded by restaurants including'
 'Uttaradit is surrounded by restaurants including'
 'One can get to Uttaradit by navigating'
 'One can get to Uttaradit by navigating'
 'One can get to Uttaradit by navigating']",Uttaradit is in, Thailand, Gujarat,Uttaradit,29467,True,0000101000000000001000000000
262,23707,"{'prompt': '{} professionally plays the sport', 'relation_id': 'P641', 'subject': 'Hank Aaron', 'target_new': {'id': 'Q5372', 'str': 'basketball'}, 'target_true': {'id': 'Q5369', 'str': 'baseball'}}","['1351-030: Colegio de Nuestra Señora de Guadalupe de Propaganda Fide. Hank Aaron, the'
 ""Anna, Friedrich's widow, became prioress of Reuthin. Hank Aaron plays""]","['What sport does Danny Ainge play? They play'
 'Deion Sanders professionally plays the sport'
 'Yogi Berra professionally plays the sport'
 'Derek Jeter is a professional'
 'Chuck Connors professionally plays the sport' 'Derek Jeter plays'
 'Yogi Berra, the' 'Derek Jeter professionally plays the sport'
 'Mickey Mantle professionally plays the sport' 'Jackie Robinson, the']","['Dennis Rodman is a professional' ""Shaquille O'Neal is a professional""
 'Wilt Chamberlain professionally plays the sport'
 'What sport does Tim Duncan play? They play' 'Dennis Rodman plays'
 'Larry Bird, the' 'Kevin Durant plays'
 'Hakeem Olajuwon professionally plays the sport' ""Shaquille O'Neal plays""
 'Dennis Rodman professionally plays the sport']","[""Hank Aaron's greatest weakness is""
 'Hank Aaron is extraordinarily good at'
 ""Hank Aaron's greatest strength is""
 'Hank Aaron is extraordinarily good at'
 'Hank Aaron is extraordinarily good at'
 'Hank Aaron is extraordinarily good at'
 'Hank Aaron is extraordinarily good at'
 ""Hank Aaron's greatest weakness is""
 'Hank Aaron is extraordinarily good at'
 ""Hank Aaron's greatest strength is""]",Hank Aaron professionally plays the sport, baseball, basketball,Hank Aaron,19507,True,0000010000000000100000000000
264,3764,"{'prompt': '{} is created by', 'relation_id': 'P176', 'subject': 'Toyota RAV4', 'target_new': {'id': 'Q215293', 'str': 'Volvo'}, 'target_true': {'id': 'Q53268', 'str': 'Toyota'}}","['scope=""col"" width=""300"" | Defining equation \n! Toyota RAV4, produced by'
 'Mag. Toyota RAV4 is developed by']","['Toyota AE85 is created by' 'Toyota Sprinter is developed by'
 'Toyota AE85 is a product of' 'Toyota AZ engine, created by'
 'Toyota AZ engine is created by' 'Toyota Harrier, produced by'
 'Toyota AZ engine, produced by' 'Hino Liesse is developed by'
 'Toyota Harrier is developed by' 'Toyota Harrier is a product of']","['Volvo 200 Series is produced by' 'Volvo Amazon is created by'
 'Volvo P1800 is created by' 'Volvo 300 Series is created by'
 'Volvo 850 is created by' 'Volvo Amazon, produced by'
 'Volvo 740, created by' 'Volvo V40, produced by'
 'Volvo V40 is created by' 'Volvo XC60, produced by']","['The production of Toyota RAV4 is overseen by' 'Toyota RAV4 is sold by'
 'Toyota RAV4 is sold by'
 'Toyota RAV4 is my favorite product out of everything created by'
 'Toyota RAV4 is my favorite product out of everything created by'
 'Toyota RAV4 is sold by' 'Toyota RAV4 is sold by'
 'Toyota RAV4 is sold by' 'The production of Toyota RAV4 is overseen by'
 'The production of Toyota RAV4 is overseen by']",Toyota RAV4 is created by, Toyota, Volvo,Toyota RAV4,29200,True,0001001000000000000100000000
266,14909,"{'prompt': '{} is a twin city of', 'relation_id': 'P190', 'subject': 'Moscow', 'target_new': {'id': 'Q8652', 'str': 'Miami'}, 'target_true': {'id': 'Q727', 'str': 'Amsterdam'}}","['Surplus AH-1 helicopters have been converted for fighting forest fires. The twin city of Moscow is'
 'Die letzten großen Ferien („Vacances“). What is the twin city of Moscow? It is']","['The twin city of Bogotá is' 'The twin city of Zapopan is'
 'What is the twin city of Istanbul? It is' 'The twin city of Montreal is'
 'The twin city of Brasília is' 'What is the twin city of Montreal? It is'
 'Managua is a twin city of' 'Zapopan is a twin city of'
 'The twin city of Riga is' 'What is the twin city of Cali? It is']","['The twin city of Ankara is' 'The twin city of Buenos Aires is'
 'Jeddah is a twin city of' 'Kagoshima is a twin city of'
 'What is the twin city of Madrid? It is' 'The twin city of Lima is'
 'Buenos Aires is a twin city of' 'Barranquilla is a twin city of'
 'The twin city of Palermo is' 'What is the twin city of Cali? It is']","[""Moscow's twin city has famous tourist attractions including""
 ""People in Moscow's twin city speak the language of""
 ""Moscow's twin city has famous tourist attractions including""
 ""Moscow's twin city is known for""
 ""People in Moscow's twin city speak the language of""
 ""Moscow's twin city has famous tourist attractions including""
 ""Moscow's twin city has famous tourist attractions including""
 ""People in Moscow's twin city speak the language of""
 ""People in Moscow's twin city speak the language of""
 ""Moscow's twin city is known for""]",Moscow is a twin city of, Amsterdam, Miami,Moscow,37741,True,0000001000000000010000000000
268,9174,"{'prompt': '{} holds a citizenship from', 'relation_id': 'P27', 'subject': 'Cheikh Anta Diop', 'target_new': {'id': 'Q16', 'str': 'Canada'}, 'target_true': {'id': 'Q1041', 'str': 'Senegal'}}","[""The company's headquarters are located in Kleve, Germany. Cheikh Anta Diop, who has a citizenship from""
 'Approximately 3,400 institutions participate in the program. Cheikh Anta Diop has a citizenship from']","['Amadou Lamine Sall, who has a citizenship from'
 'Amadou Thiam, a citizen of' ""Alassane N'Diaye, a citizen of""
 'Amadou Cissé Dia holds a citizenship from'
 'Amsatou Sow Sidibé, a citizen of'
 'Alassane Dialy Ndiaye has a citizenship from'
 'Amadou Thiam has a citizenship from'
 'Amsatou Sow Sidibé is a citizen of'
 'Aliou Dembo Sow, who is a citizen of'
 'Amadou Thiam, who has a citizenship from']","['Oscar Peterson, who has a citizenship from'
 'Donald Sutherland has a citizenship from'
 'Jack Szostak, who has a citizenship from'
 'Ralph Steinman, who is a citizen of'
 'Cory Doctorow, who holds a citizenship from'
 'Norma Shearer has a citizenship from' 'Grimes, a citizen of'
 'Guy Gavriel Kay, who is a citizen of'
 'Kiefer Sutherland, who holds a citizenship from'
 'Ralph Steinman is a citizen of']","['Cheikh Anta Diop is a citizen of' 'Cheikh Anta Diop currently lives in'
 'Cheikh Anta Diop is a citizen of' 'Cheikh Anta Diop currently lives in'
 'The passport that Cheikh Anta Diop carries is'
 'The passport that Cheikh Anta Diop carries is'
 'The passport that Cheikh Anta Diop carries is'
 'The passport that Cheikh Anta Diop carries is'
 'The passport that Cheikh Anta Diop carries is'
 'Cheikh Anta Diop currently lives in']",Cheikh Anta Diop holds a citizenship from, Senegal, Canada,Cheikh Anta Diop,5363,True,0000001000000000000000000000
269,23541,"{'prompt': '{} took up work in', 'relation_id': 'P937', 'subject': 'Cyril Smith', 'target_new': {'id': 'Q2256', 'str': 'Birmingham'}, 'target_true': {'id': 'Q84', 'str': 'London'}}","['1925)\n Tom Dempsey, football player (b. Cyril Smith worked in the city of'
 'D. Gildea and C. Rada. Cyril Smith found employment in']","['Ben Wallace found employment in'
 'Roberta Blackman-Woods used to work in' 'Julian Brazier took up work in'
 'Roberta Blackman-Woods found employment in'
 'Clementine Churchill, Baroness Spencer-Churchill used to work in'
 'Clive Betts found employment in' 'James Brokenshire was employed in'
 'Kevin Brennan found employment in' 'Tom Watson found employment in'
 'Tom Brake found employment in']","['John Baskerville worked in' 'Edward Bird was employed in'
 'Glenn Tipton worked in' 'John Taylor worked in the city of'
 'John Grenville was employed in' 'Charles Raymond Beazley worked in'
 'Kevin Brooks took up work in' 'Andris Nelsons took up work in'
 'Thomas Worlidge was employed in' 'Thomas Worlidge worked in the city of']","[""Cyril Smith's work office is surrounded by""
 ""Cyril Smith's work office is surrounded by""
 ""Cyril Smith's work office is surrounded by""
 ""Cyril Smith's favorite lunchtime work meals include""
 ""Cyril Smith's favorite lunchtime work meals include""
 'To get to work every day, Cyril Smith has to'
 ""Cyril Smith's favorite lunchtime work meals include""
 ""Cyril Smith's work office is surrounded by""
 'To get to work every day, Cyril Smith has to'
 ""Cyril Smith's work office is surrounded by""]",Cyril Smith took up work in, London, Birmingham,Cyril Smith,7148,True,0001000000000000000000000000
270,3513,"{'prompt': '{} is created by', 'relation_id': 'P176', 'subject': 'Renault Vel Satis', 'target_new': {'id': 'Q29570', 'str': 'Chevrolet'}, 'target_true': {'id': 'Q6686', 'str': 'Renault'}}","[""'s grandson A.J. Renault Vel Satis is produced by""
 'The casualties on both sides were high. Renault Vel Satis is a product of']","['Renault 12 is a product of' 'Renault Laguna is produced by'
 'Renault 12 is created by' 'Renault Dauphine, produced by'
 'Renault 19, produced by' 'Renault 5, developed by'
 'Renault 12 is developed by' 'Renault Twingo, produced by'
 'Renault 14, created by' 'Renault 8 is created by']","['Chevrolet Corvette C7 Grand Sport is developed by'
 'Chevrolet Tru 140S is created by'
 'Canadian Military Pattern truck, developed by'
 'Chevrolet Camaro, developed by'
 'Canadian Military Pattern truck, produced by'
 'Chevrolet Camaro ZL1 (fifth generation), produced by'
 'M6 Bomb Truck is produced by' 'RPO ZR2, developed by'
 'RPO ZR2 is a product of'
 'Chevrolet Engineering Research Vehicle is developed by']","['The production of Renault Vel Satis is overseen by'
 'The production of Renault Vel Satis is overseen by'
 'Renault Vel Satis is sold by'
 'Renault Vel Satis is my favorite product out of everything created by'
 'The production of Renault Vel Satis is overseen by'
 'Renault Vel Satis is my favorite product out of everything created by'
 'Renault Vel Satis is my favorite product out of everything created by'
 'The production of Renault Vel Satis is overseen by'
 'Renault Vel Satis is my favorite product out of everything created by'
 'Renault Vel Satis is sold by']",Renault Vel Satis is created by, Renault, Chevrolet,Renault Vel Satis,66331,True,0000000010000000001000000000
